Descripció,Norm,Art,Ap,Sub,Nº,Imp. mín.,Imp. màx.,Import,Bo,Ex,Punts,Esp.,Seq.
"ABANDONAR EL VEHICLE, EL CONDUCTOR D'UN VEHICLE IMMOBILIT ZAT PER NECESSITATS DE LA CIRCULACIÓ EN L'INTERIOR D'UN TÚ NEL O D'UN PAS INFERIOR.",RGC,97,3,,4,6,100,90,L,N,0,,6064
NO CONNECTAR EL SENYAL D'EMERGÈNCIA EL CONDUCTOR D'UN VE HICLE IMMOBILITZAT DINS D'UN TÚNEL O UN PAS INFERIOR PER NE CESSITATS DE LA CIRCULACIÓ.,RGC,97,3,,5,6,100,90,L,N,0,,6065
"NO MANTENIR ENCESOS ELS LLUMS DE POSICIÓ, EL CONDUCTOR D'UN VEHICLE IMMOBILITZAT DINS D'UN TÚNEL O UN PAS INFERIOR PER NECESSITATS DE LA CIRCULACIÓ.",RGC,97,3,,6,6,100,90,L,N,0,,6066
NO APAGAR EL MOTOR EL CONDUCTOR D'UN VEHICLE IMMOBI LITZAT DINS D'UN TÚNEL O UN PAS INFERIOR PER NECESSITATS DE LA CIRCULACIÓ.,RGC,97,3,,7,6,100,90,L,N,0,,6067
"NO DETENIR-SE, EL CONDUCTOR D'UN VEHICLE IMMOBILITZAT DINS UN TÚNEL O UN PAS INFERIOR PER NECESSITATS DE LA CIRCULACIÓ EL MÉS LLUNY POSSIBLE DEL VEHICLE QUE EL PRECEDEIX.",RGC,97,3,,8,6,100,90,L,N,0,,6068
NO APAGAR EL MOTOR EL CONDUCTOR D'UN VEHICLE IMMOBI LITZAT DINS D'UN TÚNEL O UN PAS INFERIOR PER MOTIUS D'EMER GÈNCIA.,RGC,97,3,A,1,6,100,90,L,N,0,,6053
"NO CONNECTAR EL SENYAL D'EMERGÈNCIA, EL CONDUCTOR D'UN VEHI CLE IMMOBILITZAT DINS D'UN TÚNEL O UN PAS INFERIOR PER MO TIUS D'EMERGÈNCIA.",RGC,97,3,A,2,6,100,90,L,N,0,,6054
"NO MANTENIR ENCESOS ELS LLUMS DE POSICIÓ, EL CONDUCTOR D'UN VEHICLE IMMOBILITZAT DINS UN TÚNEL O UN PAS INFERIOR PER MOTIUS D'EMERGÈNCIA.",RGC,97,3,A,3,6,100,90,L,N,0,,6055
"NO DIRIGIR EL VEHICLE IMMOBILITZAT DINS D'UN TÚNEL O UN PAS INFERIOR PER MOTIUS D'EMERGÈNCIA, CAP A LA ZONA RESERVADA PER A EMERGÈNCIA QUAN ÉS POSSIBLE.",RGC,97,3,B,1,6,100,90,L,N,0,,6056
"NO SITUAR EL VEHICLE, EL CONDUCTOR D'UN VEHICLE IMMOBILITZAT DINS UN TÚNEL O UN PAS INFERIOR PER MOTIUS D'EMERGÈNCIA, EL MÉS A PROP POSSIBLE DEL COSTAT DRET DE LA CALÇADA.",RGC,97,3,B,2,6,100,90,L,N,0,,6057
NO COL.LOCAR ELS DISPOSITIUS DE PRESSENYALITZACIÓ DE PERILL EL CONDUCTOR D'UN VEHICLE IMMOBILITZAT DINS D'UN TÚNEL O UN PAS INFERIOR PER MOTIUS D'EMERGÈNCIA.,RGC,97,3,C,1,6,100,90,L,N,0,,6058
"NO SORTIR D'UN TÚNEL O UN PAS INFERIOR, EL CONDUCTOR D'UN VEHICLE AVARIAT, QUAN L'AVARIA PERMET CONTINUAR LA MARXA DEL VEHICLE.",RGC,97,3,F,1,6,100,90,L,N,0,,6059
"NO IMMOBILITZAR EL VEHICLE EN UNA ZONA RESERVADA PER A EMERGÈNCIA, EL CONDUCTOR D'UN VEHICLE AVARIAT DINS UN TÚ NEL O UN PAS INFERIOR, QUAN L'AVARIA PERMET LA MARXA",RGC,97,3,F,2,6,100,90,L,N,0,,6060
CIRCULAR AMB EL VEHICLE RESSENYAT ENTRE EL VESPRE I L'ALBA EMETENT LLUM UN SOL PROJECTOR DEL MATEIX ,RGC,98,1,,1,200,200,200,L,N,0,3,19103
CIRCULAR AMB ELS LLUMS DE POSICIÓ APAGATS ENTRE EL VESPRE I L'ALBA. ,RGC,99,1,,10,200,200,200,L,N,0,,13053
CIRCULAR AMB ELS LLUMS DE POSICIÓ APAGATS QUAN HI HA CONDICIONS METEOROLÒGIQUES O AMBIENTALS QUE DISMINUEIXEN SENSIBLEMENT LA VISIBILITAT,RGC,99,1,,11,200,200,200,L,N,0,,13054
CIRCULAR AMB ELS LLUMS DE POSICIÓ APAGATS EN EL PAS PER UN TÚNEL O PER UN PAS INFERIOR ,RGC,99,1,,12,200,200,200,L,N,0,,13056
CIRCULAR AMB ELS LLUMS DE POSICIÓ APAGATS EN UN TRAM DE VIA AFECTAT PEL SENYAL DE TÚNEL ,RGC,99,1,,13,200,200,200,L,N,0,,13057
"CIRCULAR AMB ELS LLUMS DE GÀLIB APAGATS ENTRE EL VESPRE I L'ALBA, UN VEHICLE D'AMPLADA SUPERIOR A 2,10 METRES ",RGC,99,1,,14,200,200,200,L,N,0,,13058
"CIRCULAR AMB ELS LLUMS DE GÀLIB APAGATS UN VEHICLE D'AMPLADA SUPERIOR A 2,10 METRES QUAN HI HA CONDICIONS METEOROLÒGIQUES O AMBIENTALS QUE DISMINUEIXEN SENSIBLEMENT LA VISIBILITAT",RGC,99,1,,15,200,200,200,L,N,0,,13059
"CIRCULAR AMB EL VEHICLE INDICAT, SENSE CAP TIPUS D'ENLLUME NAT, EN SITUACIÓ DE FALTA O DISMINUCIÓ DE VISIBILITAT ",RGC,99,1,,18,200,200,200,L,N,0,,13064
"CIRCULAR AMB ELS LLUMS DE CARRETERA APAGATS, A MÉS DE 40 KM/H, PER UN TÚNEL O PER UN PAS INFERIOR INSUFICIENTMENT IL.LUMINAT",RGC,100,1,,3,200,200,200,L,N,0,,13048
"CIRCULAR AMB ELS LLUMS DE CARRETERA APAGATS, A MÉS DE 40 KM/H, PER UN TRAM DE VIA AFECTAT PEL SENYAL DE TÚNEL INSUFICIENTMENT IL.LUMINAT",RGC,100,1,,4,200,200,200,L,N,0,,13050
UTILITZAR ALTERNATIVAMENT ELS LLUMS DE CARRETERA I ELS D'ENCREUAMENT (CENTELLEIGS) AMB FINALITATS DIFERENTS A LES PREVISTES REGLAMENTÀRIAMENT,RGC,100,2,,1,6,100,90,L,N,0,,8201
UTILITZAR ELS LLUMS DE CARRETERA TROBANT-SE PARAT O ESTACIONAT EL VEHICLE OBJECTE DE LA DENÚNCIA ,RGC,100,2,,2,200,200,200,L,N,0,,13707
CIRCULAR AMB ELS LLUMS D'ENCREUAMENT APAGATS PER UN TÚNEL O PER UN PAS INFERIOR SUFICIENTMENT IL.LUMINAT ,RGC,101,1,,2,200,200,200,L,N,0,,5708
"CIRCULAR AMB ELS LLUMS D'ENCREUAMENT APAGATS ENTRE EL VESPRE I L'ALBA, EN POBLAT, PER UNA VIA INSUFICIENTMENT IL.LUMINADA ",RGC,101,1,,4,200,200,200,L,N,0,,5710
"CIRCULAR AMB ELS LLUMS D'ENCREUAMENT APAGATS, ENTRE EL VESPRE I L'ALBA, PER UNA VIA SUFICIENTMENT IL.LUMINADA ",RGC,101,1,,5,200,200,200,L,N,0,,13045
CIRCULAR AMB ELS LLUMS D'ENCREUAMENT APAGATS PER UN TRAM DE VIA AFECTAT PEL SENYAL DE TÚNEL SUFICIENTMENT IL.LUMINAT ,RGC,101,1,,6,200,200,200,L,N,0,,13046
"CIRCULAR AMB UNA BICICLETA PER VIA URBANA SUFICIENTMENT IL. LUMINADA, ENTRE EL VESPRE I L'ALBA, SENSE PORTAR ENCES L'EN LLUMENAT DE CURT ABAST O D'ENCREUAMENT",RGC,101,1,,7,6,100,90,L,N,0,,14626
CIRCULAR PER UN TÚNEL O PER UN PAS INFERIOR INSUFICIENTMENT IL.LUMINAT AMB ELS LLUMS D'ENCREUAMENT APAGATS QUAN EL VEHICLE NO DISPOSA DELS LLUMS DE CARRETERA,RGC,101,2,,1,200,200,200,L,N,0,,5712
CIRCULAR PER UN TRAM DE VIA AFECTAT PEL SENYAL DE TÚNEL INSUFICIENTMENT IL.LUMINAT AMB ELS LLUMS D'ENCREUAMENT APAGATS QUAN EL VEHICLE NO DISPOSA DELS LLUMS DE CARRETERA,RGC,101,2,,2,200,200,200,L,N,0,,5713
CIRCULAR A MENYS DE 40 KM/H AMB ELS LLUMS DE CARRETERA I ELS D'ENCREUAMENT APAGATS PER UN TÚNEL O PER UN PAS INFERIOR INSUFICIENTMENT IL.LUMINAT,RGC,101,2,,3,200,200,200,L,N,0,,5714
CIRCULAR A MENYS DE 40 KM/H AMB ELS LLUMS DE CARRETERA I ELS D'ENCREUAMENT APAGATS PER UN TRAM DE VIA AFECTAT PEL SENYAL DE TÚNEL INSUFICIENTMENT IL.LUMINAT,RGC,101,2,,4,200,200,200,L,N,0,,5715
NO SUBSTITUIR ELS LLUMS DE CARRETERA PELS D'ENCREUAMENT I ENLLUERNAR ALS USUARIS QUE CIRCULEN EN SENTIT CONTRARI ,RGC,102,1,,4,200,200,200,L,N,0,,13040
NO PORTAR IL.LUMINADA LA PLACA POSTERIOR DE MATRÍCULA ESSENT OBLIGATÒRIA LA UTILITZACIÓ DE L'ENLLUMENAT ,RGC,103,1,,1,200,200,200,L,N,0,,13708
CIRCULAR DURANT EL DIA PER UN CARRIL REVERSIBLE O ADDICIONAL CIRCUMSTANCIAL SENSE PORTAR ENCÈS L'ENLLU MENAT DE CURT ABAST O ENCREUAMENT,RGC,104,1,,1,200,200,200,L,N,0,,13702
CIRCULAR DURANT EL DIA AMB UNA MOTOCICLETA SENSE PORTAR ENCÈS L'ENLLUMENAT DE CURT ABAST O ENCREUAMENT ,RGC,104,1,,2,200,200,200,L,N,0,,13703
CIRCULAR DURANT EL DIA PER UN CARRIL HABILITAT PER CIRCULAR EN SENTIT CONTRARI A L'HABITUAL SENSE PORTAR ENCÈS L'ENLLU MENAT DE CURT ABAST O ENCREUAMENT,RGC,104,1,,3,200,200,200,L,N,0,,13705
TENIR ELS LLUMS DE POSICIÓ APAGATS UN VEHICLE ESTACIONAT ENTRE EL VESPRE I L'ALBA A LA CALÇADA D'UNA VIA URBANA INSU FICIENTMENT IL.LUMINADA,RGC,105,3,,1,200,200,200,L,N,0,,5841
TENIR ELS LLUMS DE POSICIÓ APAGATS UN VEHICLE ESTACIONAT ENTRE EL VESPRE I L'ALBA EN EL VORAL D'UNA VIA URBANA INSU FICIENTMENT IL.LUMINADA,RGC,105,3,,2,200,200,200,L,N,0,,5842
NO UTILITZAR ELS LLUMS DE BOIRA DE DAVANT QUAN HI HA CON DICIONS METEOROLÒGIQUES O AMBIENTALS QUE DISMINUEIXEN SENSIBLEMENT LA VISIBILITAT,RGC,106,2,,2,200,200,200,L,N,0,,5843
NO UTILITZAR ELS LLUMS DE CURT O LLARG ABAST QUAN HI HA CON DICIONS METEOROLÒGIQUES O AMBIENTALS QUE DISMINUEIXEN SENSIBLEMENT LA VISIBILITAT,RGC,106,2,,3,200,200,200,L,N,0,,5844
UTILITZAR ELS LLUMS DE BOIRA DE DAVANT SENSE EXISTIR CONDI CIONS METEOROLÒGIQUES O AMBIENTALS QUE DISMINUEIXIN SENSI BLEMENT LA VISIBILITAT,RGC,106,2,,5,200,200,200,L,N,0,,13686
UTILITZAR ELS LLUMS DE BOIRA POSTERIORS SENSE QUE EXISTEIXIN CONDICIONS METEOROLÒGIQUES O AMBIENTALS ESPECIALMENT DES FAVORABLES,RGC,106,2,,6,200,200,200,L,N,0,,13687
"NO ADVERTIR EL CONDUCTOR DEL VEHICLE A LA RESTA DELS USUARIS DE LA VIA LES MANIOBRES EFECTUADES AMB EL MATEIX, AMB CAP TI PUS DE SENYALS ÒPTIQUES",RGC,108,1,,2,200,200,200,L,N,0,,13685
NO SENYALITZAR AMB ANTELACIÓ SUFICIENT LA REALITZACIÓ D'UNA MANIOBRA DE DESPLAÇAMENT LATERAL DEL VEHICLE ,RGC,109,1,,1,6,100,90,L,N,0,,5847
NO SENYALITZAR AMB ANTELACIÓ SUFICIENT LA REALITZACIÓ D'UNA MANIOBRA DE DESPLAÇAMENT CAP ENRRERA DEL VEHICLE ,RGC,109,1,,2,6,100,90,L,N,0,,5848
NO SENYALITZAR AMB ANTELACIÓ SUFICIENT EL PROPÒSIT D'IMMO BILITZAR EL VEHICLE ,RGC,109,1,,3,6,100,90,L,N,0,,5849
NO SENYALITZAR AMB ANTELACIÓ SUFICIENT EL PROPÒSIT DE FRENAR LA MARXA DEL VEHICLE DE MANERA CONSIDERABLE ,RGC,109,1,,4,6,100,90,L,N,0,,5850
MANTENIR L'ADVERTÈNCIA LLUMINOSA DESPRÉS DE FINALITZAR LA MANIOBRA DE DESPLAÇAMENT LATERAL DEL VEHICLE ,RGC,109,1,,5,6,100,90,L,N,0,,5851
NO SENYALITZAR AMB L'ENLLUMENAT D'EMERGÈNCIA LA PRESÈNCIA D'UN VEHICLE IMMOBILITZAT QUAN HI HA CONDICIONS QUE DISMINUE IXEN SENSIBLEMENT LA VISIBILITAT,RGC,109,2,,4,6,100,100,L,N,0,,14755
NO SENYALITZAR LA PRESÈNCIA D'UN VEHICLE IMMOBILITZAT PER REALITZAR UNA PARADA O ESTACIONAMENT ,RGC,109,2,,5,6,100,100,L,N,0,,14756
UTILITZAR ELS SENYALS ACÚSTICS SENSE MOTIU REGLAMENTÀRIA MENT ADMÈS ,RGC,110,2,,1,6,100,90,L,N,0,,13682
NO AVISAR EL CONDUCTOR D'UN VEHICLE DESTINAT A OBRES O SER VEIS DE LA SEVA PRESÈNCIA AMB EL SENYAL LLUMINÓS ESPECIAL NI AMB ELS LLUMS ESPECÍFICAMENT DETERMINATS PER AQUEST VEHICLE,RGC,113,,,1,200,200,200,L,N,0,,5854
CIRCULAR AMB LES PORTES DEL VEHICLE OBERTES  ,RGC,114,1,,1,6,100,90,L,N,0,,5857
OBRIR LES PORTES DEL VEHICLE ABANS DE LA SEVA COMPLETA IMMOBILITZACIÓ ,RGC,114,1,,2,6,100,90,L,N,0,,5858
OBRIR LES PORTES DEL VEHICLE AMB PERILL PER A ALTRES USUARIS ,RGC,114,1,,3,6,100,90,L,N,0,,5859
BAIXAR DEL VEHICLE AMB PERILL PER A ALTRES USUARIS  ,RGC,114,1,,4,6,100,90,L,N,0,,5860
ENTRAR O SORTIR DEL VEHICLE SENSE QUE AQUEST ES TROBI PARAT ,RGC,114,2,,1,6,100,90,L,N,0,,5861
OBRIR O TANCAR LES PORTES D'UN TRANSPORT COL.LECTIU DE VIATGERS SENSE ESTAR-HI AUTORITZAT ,RGC,114,3,,1,6,100,90,L,N,0,,5862
QUEDAR-SE DETINGUT EN UN TÚNEL O EN UN LLOC TANCAT DURANT MÉS DE DOS MINUTS I NO ATURAR EL MOTOR ,RGC,115,2,,1,6,100,90,L,N,0,,5863
NO ATURAR EL MOTOR DEL VEHICLE DURANT LA CÀRREGA DE COMBUSTIBLE ,RGC,115,3,,1,6,100,90,L,N,0,,5864
NO APAGAR LA RÀDIO DEL VEHICLE O EL TELÈFON MÒBIL DURANT LA CÀRREGA DE COMBUSTIBLE DEL VEHICLE ,RGC,115,4,,1,6,100,90,L,N,0,,5865
"NO FER ÚS EL CONDUCTOR DEL VEHICLE, O NO FER-HO DE FORMA ADEQUADA, DEL CINTURÓ DE SEGURETAT, CORRECTAMENT ENDOLLAT",RGC,117,1,,14,200,200,200,L,N,4,,21600
"NO FER ÚS L'OCUPANT DEL VEHICLE, O NO FER-HO DE FORMA ADEQUADA, DEL CINTURÓ DE SEGURETAT, CORRECTAMENT ENDOLLAT",RGC,117,1,,15,200,200,200,L,N,0,,21602
"CIRCULAR AMB UN MENOR D'EDAT I ESTATURA IGUAL O INFERIOR A 135 CMS. EN EL SEIENT DAVANTER, INCOMPLINT ELS SUPOSITS EXCEPCIONALS I LES CONDICIONS EXIGIDES REGLAMENTARIAMENT",RGC,117,3,,3,200,200,200,L,N,0,,17139
"CIRCULAR AMB UN MENOR, D'ESTATURA IGUAL O INFERIOR A 135 CM SENSE FER ÚS, O NO FENT-LO DE FORMA ADEQUADA, DEL SISTEMA DE RETENCIÓ INFANTIL HOMOLOGAT, ADAPTAT A TALLA I PES",RGC,117,3,,4,200,200,200,L,N,4,,21604
"NO FER ÚS EL CONDUCTOR DEL VEHICLE, O NO FER-HO DE FORMA ADEQUADA, DEL CORRESPONENT CASC DE PROTECCIÓ HOMOLOGAT O CERTIFICAT",RGC,118,1,,7,200,200,200,L,N,4,,21605
"NO FER ÚS EL PASSATGER DEL VEHICLE, O NO FER-HO DE FORMA ADEQUADA, DEL CORRESPONENT CASC DE PROTECCIÓ HOMOLOGAT O CERTIFICAT",RGC,118,1,,8,200,200,200,L,N,0,,21606
"NO FER ÚS EL CONDUCTOR DEL VEHICLE, O NO FER-HO DE FORMA ADEQUADA DE L'ARMILLA REFLECTANT REGLAMENTÀRIA QUAN SURTI DEL VEHICLE, OCUPANT LA CALÇADA",RGC,118,3,,2,200,200,200,L,N,4,,21620
CONDUIR EL VEHICLE INDICAT AMB UN EXCÈS DE MÉS DE 50 PER CENT EN ELS TEMPS DE CONDUCCIÓ ESTABLERTS A LA LEGISLA CIÓ SOBRE TRANSPORTS TERRESTRES,RGC,120,1,,1,500,500,500,L,N,6,,5867
CONDUIR EL VEHICLE INDICAT AMB UNA MINORACIÓ EN MÉS DEL 50 PER CENT EN ELS TEMPS DE DESCANS ESTABLERTS EN LA LEGISLA CIÓ SOBRE TRANSPORTS TERRESTRES,RGC,120,1,,3,500,500,500,L,N,6,,13712
TRANSITAR PER LA CALÇADA QUAN HI HA UNA ZONA DE VIANANTS PER ON ES POT PASSAR ,RGC,121,1,,1,6,100,90,L,N,0,,5869
TRANSITAR PER LA CALÇADA QUAN HI HA UN VORAL PRACTICABLE  ,RGC,121,1,,2,6,100,90,L,N,0,,5870
"DETENIR-SE UN VIANANT A LA VORERA, DE MANERA QUE IMPEDEIX EL PAS A LA RESTA DE VIANANTS ",RGC,121,3,,1,6,100,90,L,N,0,,5871
"CIRCULAR PER LA CALÇADA AMB UN MONOPATÍ, PATINS O APARELLS SEMBLANTS ",RGC,121,4,,1,6,100,90,L,N,0,,5872
"CIRCULAR PER LA VORERA O PER UN CARRER RESIDENCIAL AMB UN MONOPATÍ, PATINS O APARELLS SEMBLANTS, A UNA VELOCITAT SUPERIOR AL PAS D'UNA PERSONA",RGC,121,4,,2,6,100,90,L,N,0,,5873
"CIRCULAR AMB UN MONOPATÍ, PATINS O APARELLS SEMBLANTS, ARROSSEGAT PER UN ALTRE VEHICLE ",RGC,121,4,,3,6,100,90,L,N,0,,5875
CIRCULAR AMB UN VEHICLE DE MOBILITAT PERSONAL (VMP) PER LA VORERA ,RGC,121,5,,3,6,100,90,L,N,0,,21608
CIRCULAR AMB UN VEHICLE DE MOBILITAT PERSONAL (VMP) PER UNA ZONA DE VIANANTS ,RGC,121,5,,4,6,100,90,L,N,0,,21609
CIRCULAR AMB UNA BICICLETA PER LA VORERA  ,RGC,121,5,,5,6,100,90,L,N,0,,21610
CIRCULAR AMB UNA BICICLETA PER UNA ZONA DE VIANANTS  ,RGC,121,5,,6,6,100,90,L,N,0,,21611
CIRCULAR AMB UN CICLE PER LA VORERA  ,RGC,121,5,,7,6,100,90,L,N,0,,21612
CIRCULAR AMB UN CICLE PER UNA ZONA DE VIANANTS  ,RGC,121,5,,8,6,100,90,L,N,0,,21613
CIRCULAR AMB EL VEHICLE RESSENYAT PER LA VORERA  ,RGC,121,5,,9,6,100,90,C,N,0,,21631
CIRCULAR AMB EL VEHICLE RESSENYAT PER UNA ZONA DE VIANANTS  ,RGC,121,5,,10,6,100,90,C,N,0,,21632
"TRANSITAR PER LA CALÇADA SENSE ACOSTAR-SE TANT COM SIGUI POSSIBLE A LA VORA EXTERIOR, DE MANERA QUE S'ENTORPEIX LA CIRCULACIÓ",RGC,122,5,,1,6,100,90,L,N,0,,5878
"QUEDAR-SE DETINGUT UN VIANANT A LA CALÇADA QUAN HI HA UN REFUGI, UNA ZONA DE VIANANTS O UN ALTRE ESPAI ADEQUAT ",RGC,122,6,,1,6,100,90,L,N,0,,5890
"NO DEIXAR LLIURE LA CALÇADA UN VIANANT, EN ADVERTIR ELS SENYALS ÒPTICS I ACÚSTICS DE VEHICLES PRIORITARIS ",RGC,122,7,,1,6,100,90,L,N,0,,5891
"CIRCULAR UN VIANANT PER LA CALÇADA O VORAL, ENTRE LA SORTIDA I LA POSTA DE SOL, SENSE PORTAR UN ELEMENT LLUMINOS O RETRO REFLECTANT HOMOLOGAT",RGC,123,,,1,6,100,90,C,N,0,,16277
"TRAVESSAR LA CALÇADA UN VIANANT, FORA DEL PAS DE VIANANTS QUE HI HA AMB AQUESTA FINALITAT ",RGC,124,1,,2,6,100,90,L,N,0,,5894
"TRAVESSAR LA CALÇADA UN VIANANT, QUAN ELS LLUMS DEL SEMÀFOR PERMETEN LA CIRCULACIÓ DE VEHICLES ",RGC,124,1,,3,6,100,90,L,N,0,,5895
"TRAVESSAR LA CALÇADA UN VIANANT, SENSE CAMINAR PERPENDICU LARMENT A L'EIX DE LA CALÇADA ",RGC,124,3,,1,6,100,90,L,N,0,,5896
"TRAVESSAR LA CALÇADA UN VIANANT, ENTRETENINT-SE O DETENINT- SE SENSE NECESSITAT ",RGC,124,3,,2,6,100,90,L,N,0,,5897
"TRAVESSAR LA CALÇADA UN VIANANT, DESTORBANT EL PAS DELS ALTRES ",RGC,124,3,,3,6,100,90,L,N,0,,5898
"TRAVESSAR UNA PLAÇA O UNA GLORIETA UN VIANANT, PER LA CAL ÇADA SENSE VOREJAR-LA ",RGC,124,4,,1,6,100,90,L,N,0,,5899
DEIXAR ANIMALS SENSE CUSTÒDIA EN LES PROXIMITATS DE QUAL SEVOL CLASSE DE VIA QUAN HI HA POSSIBILITAT QUE L'ENVAEIXIN ,RGC,127,2,,2,6,100,90,L,N,0,,5907
"DETENIR EL VEHICLE DE MANERA QUE CREA UN NOU PERILL PER A LA CIRCULACIÓ, EN TROBAR-SE IMPLICAT EN UN ACCIDENT DE CIRCULA CIÓ",RGC,129,2,,1,200,200,200,L,N,0,,13675
"MODIFICAR, L'USUARI DE LA VIA IMPLICAT EN UN ACCIDENT DE CIR CULACIÓ, L'ESTAT DE LES COSES O LES PROVES QUE PODEN SER ÚTILS PER DETERMINAR RESPONSABILITATS",RGC,129,2,,2,6,100,90,L,N,0,,13798
"NO COL.LABORAR AMB ELS AGENTS DE L'AUTORITAT, EN TROBAR- SE IMPLICAT EN UN ACCIDENT DE CIRCULACIÓ ",RGC,129,2,,3,200,200,200,L,N,0,,24541
"NO FACILITAR LA IDENTITAT ALS AGENTS DE L'AUTORITAT, EN TROBAR-SE IMPLICAT EN UN ACCIDENT DE CIRCULACIÓ ",RGC,129,2,,4,200,200,200,L,N,0,,24542
NO FACILITAR LA IDENTITAT A ALTRES PERSONES IMPLICADES EN UN ACCIDENT DE CIRCULACIÓ ,RGC,129,2,,5,200,200,200,L,N,0,,24543
NO FACILITAR LES DADES DEL VEHICLE A ALTRES PERSONES IMPLICADES EN UN ACCIDENT DE CIRCULACIÓ ,RGC,129,2,,6,200,200,200,L,N,0,,24544
"NO ESFORÇAR-SE A RESTABLIR O MANTENIR LA SEGURETAT DE LA CIRCULACIÓ, EN TROBAR-SE IMPLICAT EN UN ACCIDENT DE CIRCULACIÓ",RGC,129,2,,7,200,200,200,C,N,0,,24701
"FUGIR DEL LLOC DE L'ACCIDENT, ESTANT-HI IMPLICAT, SENSE FACI LITAR LES DADES A LA RESTA DE PERSONES IMPLICADES I ALS AGENTS DE L'AUTORITAT",RGC,129,2,B,5,200,200,200,L,N,0,,10357
"NO DEMANAR AUXILI SANITARI PER A LES VÍCTIMES, EN TROBAR-SE IMPLICAT EN UN ACCIDENT DE CIRCULACIÓ ",RGC,129,2,D,3,6,100,90,L,N,0,,15977
NO QUEDAR-SE EN EL LLOC DE L'ACCIDENT EN EL QUE S'HAN PRODUÏT FERITS SENSE HAVER ESTAT AUTORITZAT PELS AGENTS DE L'AUTORITAT,RGC,129,2,E,3,6,100,90,L,N,0,,16087
"NO FACILITAR LES DADES DEL VEHICLE A ALTRES PERSONES IMPLICADES EN L'ACCIDENT, SI AQUESTES HO DEMANESSIN ",RGC,129,2,G,2,6,100,90,C,N,0,,25763
NO SENYALITZAR EFICAÇMENT UN VEHICLE IMMOBILITZAT A LA CALÇADA ,RGC,130,1,,1,6,100,90,L,N,0,,5948
NO SENYALITZAR EFICAÇMENT LA CAIGUDA DE CÀRREGA A LA CALÇADA ,RGC,130,1,,2,6,100,90,L,N,0,,5949
"NO ADOPTAR, EL CONDUCTOR D'UN VEHICLE IMMOBILITZAT A LA CALÇADA, LES MESURES NECESSÀRIES PERQUÈ EL VEHICLE SIGUI RETIRAT EL MÉS AVIAT POSSIBLE",RGC,130,1,,3,6,100,90,L,N,0,,5950
"NO ADOPTAR, EL CONDUCTOR D'UN VEHICLE IMMOBILITZAT A LA CALÇADA, LES MESURES NECESSÀRIES PERQUÈ LA CÀRREGA SIGUI RETIRADA EL MÉS AVIAT POSSIBLE",RGC,130,1,,4,6,100,90,L,N,0,,5951
NO UTILITZAR ELS DISPOSITIUS DE PRESSENYALITZACIÓ DE PERILL PER AVISAR DE LA PRESÈNCIA D'UN VEHICLE IMMOBILITZAT A LA CALÇADA,RGC,130,3,,1,6,100,90,L,N,0,,5952
NO UTILITZAR ELS DISPOSITIUS DE PRESSENYALITZACIÓ DE PERILL PER AVISAR DE LA PRESÈNCIA DE CÀRREGA A LA CALÇADA ,RGC,130,3,,2,6,100,90,L,N,0,,5953
NO COMUNICAR A L'ÒRGAN RESPONSABLE DE LA GESTIÓ DEL TRÀNSIT LA REALITZACIÓ D'OBRES A VIES PÚBLIQUES ABANS DEL SEU INICI,RGC,139,3,,5,200,200,200,L,N,0,,17893
"NO SENYALITZAR REGLAMENTÀRIAMENT LES OBRES QUE DIFICULTIN LA CIRCULACIÓ VIÀRIA, TANT DE DIA COM DE NIT ",RGC,140,,,3,200,200,200,L,N,0,,18053
NO OBEIR UN VIANANT LES ORDRES DELS AGENTS DE L'AUTORITAT EN SERVEI DE REGULACIÓ DEL TRÀNSIT ,RGC,141,1,,1,200,200,200,L,N,0,,26193
"NO OBEIR, EL CONDUCTOR D'UNA BICICLETA, LES ORDRES DELS AGENTS DE L'AUTORITAT EN SERVEI DE REGULACIÓ DEL TRÀNSIT ",RGC,141,1,,2,200,200,200,L,N,0,,26194
"NO RESPECTAR, EL CONDUCTOR D'UN VMP, LES ORDRES DELS AGENTS DE L'AUTORITAT EN SERVEI DE REGULACIÓ DEL TRÀNSIT ",RGC,141,1,,3,200,200,200,L,N,0,,26195
"NO RESPECTAR LES INSTRUCCIONS, DE COMPLIMENT OBLIGATORI, INSCRITES EN UN PANELL DE MISSATGE VARIABLE ",RGC,142,1,,1,200,200,200,L,N,0,,26196
NO RESPECTAR LA PROHIBICIÓ DE PAS ESTABLERTA MITJANÇANT UN SENYAL D'ABALISAMENT. ,RGC,142,4,,1,200,200,200,L,N,0,,26197
NO RESPECTAR EL QUE ORDENA UN SEMÀFOR QUE EMET LLUM VERMELLA NO INTERMITENT AMB FLETXA NEGRA ,RGC,143,1,B,1,200,200,200,L,N,4,,26226
NO RESPECTAR EL CONDUCTOR D'UN VEHICLE EL SENTIT I DIRECCIÓ ORDENATS QUAN S'ENCÉN LA FLETXA VERDA SOBRE FONS CIRCULAR NEGRE D'UN SEMÀFOR,RGC,143,1,B,2,200,200,200,L,N,0,,26227
"NO RESPECTAR, UN VIANANT, EL LLUM VERMELL D'UN SEMÀFOR  ",RGC,143,1,B,3,200,200,200,L,N,0,,26228
